age,education,default,housing,loan,contact,month,day_of_week,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,y
25,4,0,0,0,0,6,1,2,0,0,-1.7,94.055,-39.8,0.72,4991.6,0,0,0,0,0,0,0,1,0,0,0,1,1
47,4,0,1,0,0,8,1,3,0,0,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,1
27,7,0,1,0,0,4,5,2,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,0,0,0,0,0,0,0,0,1,1
29,7,0,1,1,0,11,4,2,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,0,0,0,0,0,0,1,0,0,1,0
32,7,0,1,1,0,7,5,4,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0
38,7,0,0,0,0,6,3,1,0,0,-2.9,92.963,-40.8,1.26,5076.2,0,0,0,0,0,0,0,0,1,0,1,0,1
37,7,0,1,0,1,5,2,2,0,0,1.1,93.994,-36.4,4.857,5191.0,0,0,0,0,0,0,0,0,1,0,1,0,0
58,6,0,0,0,1,6,5,12,0,0,1.4,94.465,-41.8,4.959,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,0
38,1,0,0,0,0,5,4,2,0,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,1,0,0,0,0,0,0,0,0,0,0,1,0
38,4,0,0,0,0,3,3,1,1,-1,-1.8,93.369,-34.8,0.655,5008.7,1,0,0,0,0,0,0,0,0,0,0,1,1
48,7,0,1,0,0,10,3,1,1,-1,-3.4,92.431,-26.9,0.74,5017.5,0,0,0,1,0,0,0,0,0,0,1,0,1
37,7,0,0,0,0,10,5,2,0,0,-3.4,92.431,-26.9,0.72,5017.5,0,0,0,0,0,0,0,0,0,0,0,1,1
56,3,0,1,0,1,8,3,7,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,0,0,0,1,0,0,0,0,1,0,0
38,4,0,0,0,0,5,5,2,0,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,1,0,0,0,0,0,0,0,0,0,0,1,0
23,6,0,1,0,0,5,5,3,1,-1,-1.8,92.89299999999999,-46.2,1.25,5099.1,1,0,0,0,0,0,0,0,0,0,0,1,0
55,4,0,0,1,0,4,3,1,1,-1,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,0,0,0,0,0,0,0,1,0,1
30,7,0,1,1,0,5,1,4,0,0,-1.8,92.89299999999999,-46.2,1.354,5099.1,0,0,0,0,0,0,0,0,0,0,1,0,1
38,4,0,1,0,0,7,3,5,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,0
33,7,0,1,1,0,4,3,1,0,0,-1.8,93.075,-47.1,1.4980000000000002,5099.1,0,0,0,1,0,0,0,0,0,0,0,1,1
41,7,0,0,0,0,4,2,1,0,0,-1.8,93.075,-47.1,1.453,5099.1,0,0,0,0,0,0,0,0,0,0,1,0,1
50,3,0,1,0,0,4,4,2,1,-1,-1.8,93.075,-47.1,1.41,5099.1,1,0,0,0,0,0,0,0,0,0,1,0,1
47,3,0,0,0,0,5,2,1,0,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,0
31,3,0,1,0,1,6,3,4,0,0,1.4,94.465,-41.8,4.962,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,1
38,7,0,0,0,0,8,3,1,0,0,1.4,93.444,-36.1,4.965,5228.1,0,0,0,1,0,0,0,0,0,0,1,0,0
58,3,0,1,0,0,5,3,2,0,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,1,0,0,0,0,0,0,0,0,0,0,1,0
47,7,0,1,0,0,6,1,4,0,0,-2.9,92.963,-40.8,1.281,5076.2,0,0,0,0,0,0,0,0,0,0,0,1,1
47,7,0,0,0,0,10,1,3,0,0,-1.1,94.601,-49.5,1.0,4963.6,0,0,0,0,0,0,0,0,0,0,0,1,1
35,7,0,0,0,0,7,1,3,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,1,0,0,0,0,0,0,0,0,0,1,0
32,3,0,0,0,0,5,1,4,0,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,1,0,0,0,0,0,0,0,0,1,0,0
44,4,0,1,0,0,5,2,8,1,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,7,0,1,0,1,7,3,2,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,0,0,0,0,0,0,1,0,1,0,0
54,7,0,0,0,0,5,1,1,1,-1,-1.8,92.89299999999999,-46.2,1.264,5099.1,0,0,0,1,0,0,0,0,0,0,1,0,1
37,6,0,1,0,1,7,2,6,0,0,1.4,93.91799999999999,-42.7,4.955,5228.1,0,0,0,0,0,0,0,0,1,0,1,0,0
28,3,0,1,0,0,3,2,1,0,0,-1.8,92.84299999999999,-50.0,1.7990000000000002,5099.1,0,0,0,0,0,0,0,1,0,0,0,1,1
35,7,0,0,1,0,8,2,2,0,0,1.4,93.444,-36.1,4.966,5228.1,0,0,0,0,0,0,0,0,1,0,1,0,0
40,6,0,1,0,0,7,4,1,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,1,0,0,0,0,0,0,0,0,0,0,1,0
38,3,0,1,0,1,5,4,1,0,0,1.1,93.994,-36.4,4.86,5191.0,0,0,0,0,0,0,1,0,0,0,0,1,0
34,4,0,1,0,0,7,2,3,0,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,0,1,0,0,0,0,0,0,1,0,1
57,1,0,1,0,1,6,4,1,0,0,1.4,94.465,-41.8,4.961,5228.1,0,0,0,0,1,0,0,0,0,0,0,1,0
51,2,0,0,0,0,6,4,2,1,-1,-2.9,92.963,-40.8,1.26,5076.2,0,0,0,0,0,0,0,0,0,1,1,0,1
43,6,0,0,0,0,5,4,1,1,-1,-1.8,93.876,-40.0,0.6990000000000001,5008.7,0,0,0,0,0,0,0,0,1,0,1,0,1
29,4,0,1,1,0,6,3,2,2,-1,-2.9,92.963,-40.8,1.26,5076.2,0,0,0,0,0,0,1,0,0,0,0,1,1
52,7,0,0,0,0,8,2,1,0,0,-2.9,92.20100000000001,-31.4,0.884,5076.2,0,0,0,1,0,0,0,0,0,0,1,0,1
66,1,0,1,1,1,11,4,1,0,0,-3.4,92.649,-30.1,0.7140000000000001,5017.5,0,0,0,0,1,0,0,0,0,0,1,0,1
45,1,0,1,0,0,7,4,2,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,1
27,7,0,1,1,1,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,0,0,0,1,0,0,0,0,0,1,0
55,3,0,1,0,0,5,2,1,0,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,0,0,0,0,1,0,0,0,0,1,0,0
51,7,0,1,1,0,6,5,2,0,0,-2.9,92.963,-40.8,1.268,5076.2,0,0,0,0,0,0,0,0,0,0,0,1,0
34,6,0,1,0,1,5,1,2,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,1,0,0,0,0,0,0,0,0,0,1,0,0
32,7,0,1,0,0,5,1,3,1,-1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,0,0,0,1,0,0,0,0,0,1,0
36,7,0,0,0,1,6,1,1,0,0,1.4,94.465,-41.8,4.961,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0
36,7,0,0,1,0,8,5,2,0,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,0,0,0,0,0,0,0,1,0
29,1,0,0,0,1,12,4,1,0,0,-3.0,92.713,-33.0,0.7140000000000001,5023.5,0,0,0,0,0,0,0,0,0,1,1,0,1
35,7,0,1,0,0,11,4,2,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,0,0,0,0,0,0,0,0,0,1,0
32,7,0,1,0,1,5,4,5,0,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,0,0,0,0,0,0,0,0,1,0,0
43,4,0,1,0,0,7,1,22,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0
29,3,0,1,0,0,7,1,2,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,0
32,7,0,0,0,0,11,2,2,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,0,0,0,0,0,0,0,1,0,0,1,0
34,7,0,0,0,0,10,5,1,2,-1,-3.4,92.431,-26.9,0.73,5017.5,0,0,0,0,0,0,0,0,0,0,1,0,1
34,4,0,0,0,1,7,2,16,0,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,0,0,0,0,1,0,0,0,0,1,0
50,7,0,1,0,0,8,2,9,0,0,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,0,0,0,0,0,0
46,6,0,1,0,1,5,2,4,0,0,1.1,93.994,-36.4,4.856,5191.0,0,0,0,0,0,0,1,0,0,0,1,0,0
36,7,0,1,0,0,8,4,1,0,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,0,0,0,0,0,0,0,1,0
37,6,0,1,0,1,5,5,9,0,0,1.1,93.994,-36.4,4.855,5191.0,0,0,0,0,0,0,0,0,1,0,1,0,0
58,3,0,1,0,0,8,1,1,0,0,1.4,93.444,-36.1,4.97,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,1
46,7,0,1,0,0,11,5,5,1,-1,-0.1,93.2,-42.0,4.021,5195.8,0,0,0,0,0,0,0,0,1,0,0,0,1
30,4,0,0,0,0,8,2,3,1,-1,-1.7,94.027,-38.3,0.899,4991.6,0,0,0,0,0,0,0,1,0,0,0,1,1
32,7,0,0,0,0,8,3,1,0,0,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,0,0,0,0,1,1
33,7,0,0,0,0,3,2,2,1,-1,-1.8,92.84299999999999,-50.0,1.614,5099.1,0,0,0,0,0,0,0,0,0,0,0,1,1
52,3,0,1,0,0,11,5,1,0,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,0,0,0,0,0,0,1,0,1,0,0
38,4,0,1,0,0,7,3,5,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,0
52,4,0,0,0,0,7,3,1,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,0,0,0,0,1,0,0,0,1,0,0
52,7,0,0,0,0,5,4,1,0,0,-1.8,93.876,-40.0,0.677,5008.7,0,0,0,0,0,0,0,0,0,0,1,0,1
27,4,0,0,0,0,7,5,3,0,0,-1.7,94.215,-40.3,0.79,4991.6,0,0,0,0,0,0,1,0,0,0,0,1,1
36,1,0,1,0,0,11,2,2,1,-1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,0,1,0,0,0,0,0,0,0,0,0,0
38,7,0,1,0,0,8,2,6,0,0,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0
46,1,0,0,0,0,5,5,7,0,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,0,0,0,0,0,1,0,0,0,0,0,0
31,3,0,0,0,1,6,3,2,0,0,1.4,94.465,-41.8,4.864,5228.1,1,0,0,0,0,0,0,0,0,0,0,1,1
52,4,0,0,0,0,8,2,1,0,0,-2.9,92.20100000000001,-31.4,0.883,5076.2,0,0,0,1,0,0,0,0,0,0,1,0,1
50,7,0,1,0,1,4,5,1,0,0,-1.8,93.749,-34.6,0.644,5008.7,0,0,0,0,0,0,0,0,1,0,0,1,1
33,6,0,0,0,0,5,4,1,0,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,0,1,0,0,0,0,0,0,1,0,1
26,3,0,0,0,0,5,3,2,2,-1,-1.8,92.89299999999999,-46.2,1.334,5099.1,1,0,0,0,0,0,0,0,0,0,1,0,0
26,4,0,1,0,0,5,1,2,0,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,0,0,0,0,0,0,1,0,0,0,1,0
25,4,0,0,0,0,10,1,1,2,-1,-1.1,94.601,-49.5,0.977,4963.6,0,0,0,0,0,0,1,0,0,0,0,1,0
41,4,0,0,0,0,3,3,6,0,0,-1.8,92.84299999999999,-50.0,1.778,5099.1,0,0,0,0,0,0,1,0,0,0,1,0,1
59,1,0,0,1,1,7,4,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,0,0,0,1,0,0,0,0,0,1,0,0
28,4,0,1,1,0,4,4,4,1,-1,-1.8,93.075,-47.1,1.41,5099.1,0,0,0,0,0,0,0,0,1,0,0,1,0
50,3,0,0,0,0,8,4,14,0,0,1.4,93.444,-36.1,4.962,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0
42,6,0,0,0,0,5,1,1,0,0,-1.8,92.89299999999999,-46.2,1.264,5099.1,0,0,0,0,0,0,0,0,1,0,1,0,1
24,3,0,1,0,1,5,2,4,0,0,1.1,93.994,-36.4,4.857,5191.0,1,0,0,0,0,0,0,0,0,0,0,1,0
37,6,0,0,1,0,7,5,3,0,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,0,0,0,0,0,0,0,1,0,1,0,1
33,7,0,0,0,1,5,5,1,0,0,1.1,93.994,-36.4,4.855,5191.0,0,0,0,1,0,0,0,0,0,0,1,0,0
41,7,0,1,1,0,8,5,2,0,0,1.4,93.444,-36.1,4.966,5228.1,0,0,0,0,0,0,0,0,1,0,0,0,0
82,1,0,0,0,0,7,3,1,0,0,-1.7,94.215,-40.3,0.8809999999999999,4991.6,0,0,1,0,0,0,0,0,0,0,0,0,1
68,7,0,1,0,0,7,1,2,1,-1,-1.7,94.215,-40.3,0.889,4991.6,0,0,0,0,1,0,0,0,0,0,1,0,1
63,6,0,0,0,0,12,1,4,0,0,-3.0,92.713,-33.0,0.706,5023.5,0,0,0,0,1,0,0,0,0,0,1,0,0
28,7,0,0,0,0,8,5,4,0,0,-1.7,94.027,-38.3,0.898,4991.6,0,0,0,0,0,0,0,0,0,0,1,0,0
49,4,0,1,0,0,7,3,1,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,0,0,0,0,0,0,0,1,1,0,0
31,3,0,1,0,0,5,1,1,1,-1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,1,0,0,0,0,0,0,0,0,0,1,0,1
35,7,0,1,1,0,4,4,1,0,0,-1.8,93.075,-47.1,1.365,5099.1,0,0,0,0,0,0,0,0,0,0,0,1,0
35,7,0,1,0,0,11,4,2,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,0,0,0,0,0,0,0,0,0,1,0
59,6,0,0,0,0,7,4,1,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,0,0,0,0,0,0,1,0,1,0,0
34,3,0,0,0,0,5,4,3,0,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,1,0,0,0,0,0,0,0,0,0,0,1,0
44,7,0,0,0,0,8,2,2,2,-1,-2.9,92.20100000000001,-31.4,0.883,5076.2,0,0,0,1,0,0,0,0,0,0,1,0,1
32,6,0,1,1,0,5,4,1,0,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,0,0,0,0,0,0,0,0,0,0,1,1
42,7,0,0,0,0,7,3,2,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0
58,7,0,1,0,0,4,3,1,0,0,-1.8,93.075,-47.1,1.415,5099.1,0,0,0,0,1,0,0,0,0,0,0,0,1
32,7,0,1,0,0,8,2,4,0,0,1.4,93.444,-36.1,4.966,5228.1,0,0,0,0,0,0,0,0,1,0,0,1,1
34,4,0,0,0,0,5,3,1,0,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,0,0,0,0,0,0,0,1,0,0,1,0
39,4,0,0,0,1,5,4,4,0,0,1.1,93.994,-36.4,4.855,5191.0,0,0,0,0,1,0,0,0,0,0,0,1,0
40,4,0,1,0,0,5,2,1,0,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,0,0,0,0,0,0,0,1,0,1,0,0
24,1,0,1,0,0,5,5,1,0,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,1,0,0,0,0,0,0,0,0,0,0,1,0
30,7,0,1,0,0,6,3,2,0,0,-2.9,92.963,-40.8,1.26,5076.2,0,0,0,0,0,0,0,0,0,0,0,1,1
53,7,0,1,0,0,5,3,2,1,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,0,0,1,0,0,0,0,0,0,1,0,0
52,1,0,0,0,1,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,0,0,1,0,0,0,0,0,1,0,1
28,1,0,0,0,1,6,1,2,0,0,1.4,94.465,-41.8,4.961,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,0
32,7,0,0,0,0,7,4,2,0,0,-2.9,92.469,-33.6,1.072,5076.2,0,0,0,0,0,1,0,0,0,0,0,1,1
68,6,0,1,0,0,10,2,2,0,0,-3.4,92.431,-26.9,0.728,5017.5,0,0,0,0,1,0,0,0,0,0,0,0,1
25,7,0,1,1,0,10,5,1,1,-1,-3.4,92.431,-26.9,0.7390000000000001,5017.5,0,0,0,0,0,0,0,0,0,0,0,1,1
36,7,0,0,1,1,5,4,2,0,0,1.1,93.994,-36.4,4.86,5191.0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,4,0,0,0,0,7,5,3,0,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,0,0,0,0,0,0,0,0,0,0,1,0
49,6,0,1,1,1,8,2,8,0,0,1.4,93.444,-36.1,4.966,5228.1,0,0,0,0,1,0,0,0,0,0,0,0,0
39,3,0,0,0,1,5,2,3,0,0,1.1,93.994,-36.4,4.856,5191.0,1,0,0,0,0,0,0,0,0,0,0,1,1
33,6,0,1,0,0,8,1,4,0,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,0,0,0,0,1,0,0,1,0
58,6,0,0,0,1,6,5,12,0,0,1.4,94.465,-41.8,4.959,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,0
27,7,0,0,0,1,6,3,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,0,0,0,0,0,0,0,1,0,1,0
31,6,0,1,0,0,7,3,2,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,1
60,6,0,1,0,0,9,3,1,1,-1,-1.1,94.199,-37.5,0.8859999999999999,4963.6,0,0,0,0,0,0,0,0,0,0,0,0,1
32,6,0,1,0,1,5,1,11,0,0,1.1,93.994,-36.4,4.857,5191.0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,7,0,1,0,0,11,4,2,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,0,0,0,0,0,0,0,0,0,1,0
38,7,0,0,0,1,5,2,1,0,0,1.1,93.994,-36.4,4.857,5191.0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,4,0,1,0,0,5,3,1,1,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1,1,0,0,0,0,0,0,0,0,0,1,0,1
38,3,0,0,0,1,6,5,3,0,0,1.4,94.465,-41.8,4.959,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,1
39,7,0,0,1,0,7,1,3,0,0,-1.7,94.215,-40.3,0.8270000000000001,4991.6,0,0,0,0,0,0,0,0,0,0,0,0,1
29,7,0,1,0,0,3,1,1,0,0,-1.8,93.369,-34.8,0.639,5008.7,0,0,0,0,0,0,0,0,0,0,0,1,1
31,7,0,0,0,0,12,3,1,0,0,-3.0,92.713,-33.0,0.715,5023.5,0,0,0,0,0,1,0,0,0,0,0,1,1
27,4,0,1,0,1,5,5,2,0,0,1.1,93.994,-36.4,4.855,5191.0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,4,0,0,0,1,5,4,2,0,0,1.1,93.994,-36.4,4.855,5191.0,0,0,0,0,0,0,1,0,0,0,0,1,0
37,4,0,0,1,0,7,2,6,0,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,0,0,0,0,0,0,0,0,0,1,0
